Code,UFMC
470-116,ОТДЕЛОМ УФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В БОКСИТОГОРСКОМ РАЙОНЕ
470-138,ТП № 138 ОУФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ В КИНГИСЕПСКОМ РАЙОНЕ
471-001,ГУВД САНКТ-ПЕТЕРБУРГА И ЛЕНИНГРАДСКОЙ ОБЛ.
472-001,ОВД БОКСИТОГОРСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛ.
472-002,ОВД ВОЛОСОВСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛ.
472-003,ОВД ВОЛХОВСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛ.
472-004,УВД ВСЕВОЛОЖСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛ.
472-005,УВД ВЫБОРГСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛ.
472-006,УВД ГАТЧИНСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛ.
472-007,ОВД КИНГИСЕППСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛ.
472-008,ИВАНГОРОДСКИМ ГОВД ЛЕНИНГРАДСКОЙ ОБЛ.
472-009,ОВД КИРИШСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛ.
472-010,ОВД КИРОВСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛ.
472-011,ОВД ЛОДЕЙНОПОЛЬСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛ.
472-012,ОВД ЛОМОНОСОВСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛ.
472-013,ОВД ЛУЖСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛ.
472-014,ПОДПОРОЖСКИМ ОВД ЛЕНИНГРАДСКОЙ ОБЛ.
472-015,ОВД ПРИОЗЕРСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛ.
472-016,СЛАНЦЕВСКИМ ОВД ЛЕНИНГРАДСКОЙ ОБЛ.
472-017,СОСНОВОБОРСКИМ ГОВД ЛЕНИНГРАДСКОЙ ОБЛ.
472-018,ТИХВИНСКИМ ОВД ЛЕНИНГРАДСКОЙ ОБЛ.
472-019,ТОСНЕНСКИМ ОВД ЛЕНИНГРАДСКОЙ ОБЛ.
473-001,ПИКАЛЕВСКИМ ОМ
473-002,ЕФИМОВСКИМ ОМ БОКСИТОГОРСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛ.
473-003,НОВОЛАДОЖСКИМ ОМ ВОЛХОВСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛ.
473-004,ПАШСКИМ ОМ ВОЛХОВСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛ.
473-005,СЯСЬСТРОЙСКИМ ОМ ВОЛХОВСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛ.
473-006,КУЗЬМОЛОВСКИМ ОМ ВСЕВОЛОЖСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛ.
473-007,МОРОЗОВСКИМ ОМ ВСЕВОЛОЖСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛ.
473-008,ЛЕСКОЛОВСКИМ ОМ ВСЕВОЛОЖСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛ.
473-009,СЕРТОЛОВСКИМ ОМ
473-010,ПРИМОРСКИМ ОМ
473-011,РОЩИНСКИМ ОМ ВЫБОРГСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛ.
473-012,СВЕТОГОРСКИМ ОМ ВЫБОРГСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛ.
473-013,СОВЕТСКИМ ОМ ВЫБОРГСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛ.
473-014,КАМЕННОГОРСКИМ ОМ
473-015,КОММУНАРСКИМ ОМ ГАТЧИНСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛ.
473-016,СИВЕРСКИМ ОМ ГАТЧИНСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛ.
473-017,ВЫРИЦКИМ ОМ ГАТЧИНСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛ.
473-018,ВОЙСКОВИЦКИМ ОМ ГАТЧИНСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛ.
473-019,ТАИЦКИМ ОМ ГАТЧИНСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛ.
473-020,БУДОГОЩСКИМ ОМ КИРИШСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛ.
473-021,МГИНСКИМ ОМ КИРОВСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛ.
473-022,НАЗИЕВСКИМ ОМ КИРОВСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛ.
473-023,ОТРАДНЕНСКИМ ОМ КИРОВСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛ.
473-024,ШЛИССЕЛЬБУРГСКИМ ОМ КИРОВСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛ.
473-025,АЛЕХОВЩИНСКИМ ОМ ЛОДЕЙНОПОЛЬСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛ.
473-026,ЛАГОЛОВСКИМ ОМ ЛОМОНОСОВСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛ.
473-027,ОРЕДЕЖСКИМ ОМ ЛУЖСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛ.
473-028,ОСЬМИНСКИМ ОМ ЛУЖСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛ.
473-029,ТОЛМАЧЕВСКИМ ОМ ЛУЖСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛ.
473-030,ВОЗНЕСЕНСКИМ ОМ ПОДПОРОЖСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛ.
473-031,ВИННИЦКИМ ОМ ПОДПОРОЖСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛ.
473-032,СОСНОВСКИМ ОМ ПРИОЗЕРСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛ.
473-033,КАПШИНСКИМ ОМ ТИХВИНСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛ.
473-034,НИКОЛЬСКИМ ОМ ТОСНЕНСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛ.
473-035,УЛЬЯНОВСКИМ ОМ
473-036,ЛЮБАНСКИМ ОМ ТОСНЕНСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛ.
480-001,УФМС РОССИИ ПО ЛИПЕЦКОЙ ОБЛ.
480-002,УМВД РОССИИ ПО ЛИПЕЦКОЙ ОБЛ.
480-003,УМВД РОССИИ ПО ЛИПЕЦКОЙ ОБЛ.
480-004,УМВД РОССИИ ПО ЛИПЕЦКОЙ ОБЛ.
480-005,УМВД РОССИИ ПО ЛИПЕЦКОЙ ОБЛ.
480-006,УМВД РОССИИ ПО ЛИПЕЦКОЙ ОБЛ.
480-007,УМВД РОССИИ ПО ЛИПЕЦКОЙ ОБЛ.
480-008,УМВД РОССИИ ПО ЛИПЕЦКОЙ ОБЛ.
480-009,УМВД РОССИИ ПО ЛИПЕЦКОЙ ОБЛ.
480-010,УМВД РОССИИ ПО ЛИПЕЦКОЙ ОБЛ.
480-011,УМВД РОССИИ ПО ЛИПЕЦКОЙ ОБЛ.
480-012,УМВД РОССИИ ПО ЛИПЕЦКОЙ ОБЛ.
480-013,УМВД РОССИИ ПО ЛИПЕЦКОЙ ОБЛ.
480-014,УМВД РОССИИ ПО ЛИПЕЦКОЙ ОБЛ.
480-015,УМВД РОССИИ ПО ЛИПЕЦКОЙ ОБЛ.
480-016,УМВД РОССИИ ПО ЛИПЕЦКОЙ ОБЛ.
480-017,УМВД РОССИИ ПО ЛИПЕЦКОЙ ОБЛ.
480-018,УМВД РОССИИ ПО ЛИПЕЦКОЙ ОБЛ.
480-019,УМВД РОССИИ ПО ЛИПЕЦКОЙ ОБЛ.
480-020,УМВД РОССИИ ПО ЛИПЕЦКОЙ ОБЛ.
480-021,УМВД РОССИИ ПО ЛИПЕЦКОЙ ОБЛ.
480-022,УМВД РОССИИ ПО ЛИПЕЦКОЙ ОБЛ.
480-023,УМВД РОССИИ ПО ЛИПЕЦКОЙ ОБЛ.
480-024,УМВД РОССИИ ПО ЛИПЕЦКОЙ ОБЛ.
481-001,УВД ЛИПЕЦКОЙ ОБЛ.
482-001,УВД Г. ЛИПЕЦКА
482-002,УВД СОВЕТСКОГО ОКРУГА Г. ЛИПЕЦКА
482-003,ЦЕНТРАЛЬНЫМ ОМ УВД Г. ЛИПЕЦКА
482-004,МОСКОВСКИМ ОМ УВД Г. ЛИПЕЦКА
482-005,УВД ОКТЯБРЬСКОГО ОКРУГА Г. ЛИПЕЦКА
482-006,ЮГО-ЗАПАДНЫМ ОТДЕЛ МИЛИЦИИ ОКТЯБРЬСКОГО ОКРУГА Г. ЛИПЕЦКА
482-007,ПРАВОБЕРЕЖНЫМ ОМ УВД Г. ЛИПЕЦКА
482-008,ОВД ЛЕВОБЕРЕЖНОГО ОКРУГА Г. ЛИПЕЦКА
482-009,ТРАКТОРОЗАВОДСКИМ ОМ УВД Г. ЛИПЕЦКА
482-010,ОВД Г. ЕЛЬЦА ЛИПЕЦКОЙ ОБЛ.
482-011,ОВД ВОЛОВСКОГО РАЙОНА ЛИПЕЦКОЙ ОБЛ.
482-012,ОВД ГРЯЗИНСКОГО РАЙОНА ЛИПЕЦКОЙ ОБЛ.
482-013,ОВД ДАНКОВСКОГО РАЙОНА ЛИПЕЦКОЙ ОБЛ.
482-014,ОВД ДОБРИНСКОГО РАЙОНА ЛИПЕЦКОЙ ОБЛ.
482-015,ОВД ДОБРОВСКОГО РАЙОНА ЛИПЕЦКОЙ ОБЛ.
482-016,ОВД ДОЛГОРУКОВСКОГО РАЙОНА ЛИПЕЦКОЙ ОБЛ.
482-017,ОВД ЕЛЕЦКОГО РАЙОНА ЛИПЕЦКОЙ ОБЛ.
482-018,ОВД ЗАДОНСКОГО РАЙОНА ЛИПЕЦКОЙ ОБЛ.
482-019,ОВД ИЗМАЛКОВСКОГО РАЙОНА УВД ЛИПЕЦКОЙ ОБЛ.
482-020,ПАСПОРТНО-ВИЗОВОЙ СЛУЖБОЙ КРАСНИНСКОГО РОВД УВД ЛИПЕЦКОЙ ОБЛ.
482-021,ОВД ЛЕБЕДЯНСКОГО РАЙОНА ЛИПЕЦКОЙ ОБЛ.
482-022,ОВД ЛЕВ-ТОЛСТОВСКОГО РАЙОНА ЛИПЕЦКОЙ ОБЛ.
482-023,ОВД ЛИПЕЦКОГО РАЙОНА ЛИПЕЦКОЙ ОБЛ.
482-024,ОВД СТАНОВЛЯНСКОГО РАЙОНА ЛИПЕЦКОЙ ОБЛ.
482-025,ОВД ТЕРБУНСКОГО РАЙОНА ЛИПЕЦКОЙ ОБЛ.
482-026,УСМАНСКИМ РОВД ЛИПЕЦКОЙ ОБЛ.
482-027,ХЛЕВЕНСКИМ РОВД
482-028,ЧАПЛЫГИНСКИМ РОВД ЛИПЕЦКОЙ ОБЛ.
482-029,СОКОЛЬСКИМ ОМ УВД Г. ЛИПЕЦКА
490-001,УМВД РОССИИ ПО МАГАДАНСКОЙ ОБЛ.
490-002,УМВД РОССИИ ПО МАГАДАНСКОЙ ОБЛ.
490-003,УМВД РОССИИ ПО МАГАДАНСКОЙ ОБЛ.
490-004,УМВД РОССИИ ПО МАГАДАНСКОЙ ОБЛ.
490-005,УМВД РОССИИ ПО МАГАДАНСКОЙ ОБЛ.
490-006,УМВД РОССИИ ПО МАГАДАНСКОЙ ОБЛ.
490-007,УМВД РОССИИ ПО МАГАДАНСКОЙ ОБЛ.
490-008,УМВД РОССИИ ПО МАГАДАНСКОЙ ОБЛ.
490-009,УМВД РОССИИ ПО МАГАДАНСКОЙ ОБЛ.
490-346,ОТДЕЛОМ ФМС РОССИИ ПО МАГАДАНСКОЙ ОБЛ.
491-001,УВД МАГАДАНСКОЙ ОБЛ.
492-001,УВД Г. МАГАДАНА
492-002,ОМСУКЧАНСКИМ РОВД МАГАДАНСКОЙ ОБЛ.
492-003,ОВД СРЕДНЕКАНСКОГО РАЙОНА МАГАДАНСКОЙ ОБЛ.
492-004,ОВД СЕВЕРО-ЭВЕНСКОГО РАЙОНА МАГАДАНСКОЙ ОБЛ.
492-005,ОЛЬСКИМ РОВД МАГАДАНСКОЙ ОБЛ.
492-006,ОВД ХАСЫНСКОГО РАЙОНА МАГАДАНСКОЙ ОБЛ.
492-007,ОВД СУСУМАНСКОГО РАЙОНА МАГАДАНСКОЙ ОБЛ.
492-008,ТЕНЬКИНСКИМ РОВД МАГАДАНСКОЙ ОБЛ.
492-009,ОВД ЯГОДНИНСКОГО РАЙОНА МАГАДАНСКОЙ ОБЛ.
493-001,СОКОЛОВСКИМ ПОСЕЛКОВЫМ ОМ УВД Г. МАГАДАНА
493-002,ОТДЕЛЕНИЕМ МИЛИЦИИ ПОСЕЛКА ДЭБИН ЯГОДНИНСКОГО РАЙОНА МАГАДАНСКОЙ ОБЛ.
493-003,ОРОТУКАНСКИМ ПОСЕЛКОВЫМ ОМ ЯГОДНИНСКОГО РАЙОНА МАГАДАНСКОЙ ОБЛ.
493-004,СИНЕГОРЬЕВСКИМ ПОСЕЛКОВЫМ ОМ ЯГОДНИНСКОГО РАЙОНА МАГАДАНСКОЙ ОБЛ.
493-005,АРМАНСКИМ ПОСЕЛКОВЫМ ОМ ОЛЬСКОГО РАЙОНА МАГАДАНСКОЙ ОБЛ.
493-006,ТАЛЬСКИМ ТПМ ХАСЫНСКОГО РАЙОНА МАГАДАНСКОЙ ОБЛ.
493-007,АРКАГАЛИНСКИМ ПОСЕЛКОВЫМ ОМ СУСУМАНСКОГО РАЙОНА МАГАДАНСКОЙ ОБЛ.
493-008,ОМЧАКСКИМ ТПМ ТЕНЬКИНСКОГО РАЙОНА МАГАДАНСКОЙ ОБЛ.
493-009,ОТДЕЛЕНИЕМ МИЛИЦИИ ПОСЕЛКА ШИРОКИЙ СУСУМАНСКОГО РАЙОНА МАГАДАНСКОЙ ОБЛ.
500-001,УФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ.
500-002,ООПИРИГ УФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ.
500-003,УФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ.
500-004,УФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ.
500-005,УФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ.
500-006,ОТДЕЛОМ УФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ГОРОДСКОМУ ОКРУГУ БАЛАШИХА
500-007,ТП № 1 ОУФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ГОРОДСКОМУ ОКРУГУ БАЛАШИХА
500-008,ТП № 2 ОУФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ГОРОДСКОМУ ОКРУГУ БАЛАШИХА
500-009,ТП № 3 ОУФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ГОРОДСКОМУ ОКРУГУ БАЛАШИХА
500-010,ОТДЕЛОМ УФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ГОРОДСКОМУ ОКРУГУ РЕУТОВ
500-011,ТП № 4 ОУФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ГОРОДСКОМУ ОКРУГУ БАЛАШИХА
500-012,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ВОЛОКОЛАМСКОМУ МУНИЦИПАЛЬНОМУ РАЙОНУ
500-013,ОТДЕЛОМ УФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ВОСКРЕСЕНСКОМУ МУНИЦИПАЛЬНОМУ РАЙОНУ
500-014,ТП № 1 ОУФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ВОСКРЕСЕНСКОМУ МУНИЦИПАЛЬНОМУ РАЙОНУ
500-015,ТП № 2 ОУФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ВОСКРЕСЕНСКОМУ МУНИЦИПАЛЬНОМУ РАЙОНУ
500-016,ТП № 4 ОУФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ВОСКРЕСЕНСКОМУ МУНИЦИПАЛЬНОМУ РАЙОНУ
500-017,ТП № 3 ОУФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ВОСКРЕСЕНСКОМУ МУНИЦИПАЛЬНОМУ РАЙОНУ
500-018,ТП № 5 ОУФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ВОСКРЕСЕНСКОМУ МУНИЦИПАЛЬНОМУ РАЙОНУ
500-019,ТП № 1 ОУФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ДМИТРОВСКОМУ МУНИЦИПАЛЬНОМУ РАЙОНУ
500-020,ТП № 2 ОУФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ДМИТРОВСКОМУ МУНИЦИПАЛЬНОМУ РАЙОНУ
500-021,ТП № 3 ОУФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ДМИТРОВСКОМУ МУНИЦИПАЛЬНОМУ РАЙОНУ
500-022,ТП ОУФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. В ДМИТРОВСКОМ РАЙОНЕ В С. РОГАЧЕВО
500-023,ОТДЕЛОМ УФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ГОРОДСКОМУ ОКРУГУ ДОМОДЕДОВО
500-024,ТП № 1 ОУФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ГОРОДСКОМУ ОКРУГУ ДОМОДЕДОВО
500-025,ТП № 2 ОУФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ГОРОДСКОМУ ОКРУГУ ДОМОДЕДОВО
500-026,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ГОРОДСКОМУ ОКРУГУ ДУБНА
500-027,ТП № 1 ОУФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ГОРОДСКОМУ ОКРУГУ ДУБНА
500-028,ТП № 2 ОУФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ГОРОДСКОМУ ОКРУГУ ДУБНА
500-029,ОТДЕЛОМ УФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. В ЕГОРЬЕВСКОМ РАЙОНЕ
500-030,ТП № 1 ОУФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ЕГОРЬЕВСКОМУ МУНИЦИПАЛЬНОМУ РАЙОНУ
500-031,ТП № 2 ОУФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ЕГОРЬЕВСКОМУ МУНИЦИПАЛЬНОМУ РАЙОНУ
500-032,№ 3 ОУФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ЕГОРЬЕВСКОМУ МУНИЦИПАЛЬНОМУ РАЙОНУ
500-033,ОТДЕЛОМ УФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ГОРОДСКОМУ ОКРУГУ ЖЕЛЕЗНОДОРОЖНЫЙ
500-034,ТП № 1 ОУФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ГОРОДСКОМУ ОКРУГУ ЖЕЛЕЗНОДОРОЖНЫЙ
500-035,ТП № 2 ОУФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ГОРОДСКОМУ ОКРУГУ ЖЕЛЕЗНОДОРОЖНЫЙ
500-036,ОТДЕЛОМ УФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ГОРОДСКОМУ ОКРУГУ ЖУКОВСКИЙ
500-037,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ЗАРАЙСКОМУ МУНИЦИПАЛЬНОМУ РАЙОНУ
500-038,ОТДЕЛОМ УФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ИСТРИНСКОМУ МУНИЦИПАЛЬНОМУ РАЙОНУ
500-039,ТП № 2 ОУФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ИСТРИНСКОМУ МУНИЦИПАЛЬНОМУ РАЙОНУ
500-040,ТП № 3 ОУФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ИСТРИНСКОМУ МУНИЦИПАЛЬНОМУ РАЙОНУ
500-041,№ 4 ОУФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ИСТРИНСКОМУ МУНИЦИПАЛЬНОМУ РАЙОНУ
500-042,ТП № 1 ОУФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ИСТРИНСКОМУ МУНИЦИПАЛЬНОМУ РАЙОНУ
500-043,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО КАШИРСКОМУ МУНИЦИПАЛЬНОМУ РАЙОНУ
500-044,ТП № 1 ОУФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО КАШИРСКОМУ МУНИЦИПАЛЬНОМУ РАЙОНУ
500-045,ТП № 2 ОУФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО КАШИРСКОМУ МУНИЦИПАЛЬНОМУ РАЙОНУ
500-046,ОТДЕЛОМ УФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО КЛИНСКОМУ МУНИЦИПАЛЬНОМУ РАЙОНУ
500-047,№ 1 ОУФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО КЛИНСКОМУ МУНИЦИПАЛЬНОМУ РАЙОНУ
500-048,ТП № 3 ОУФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО КЛИНСКОМУ МУНИЦИПАЛЬНОМУ РАЙОНУ
500-049,ОТДЕЛОМ УФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ГОРОДСКОМУ ОКРУГУ КОЛОМНА
500-050,ТП № 2 ОУФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ГОРОДСКОМУ ОКРУГУ КОЛОМНА
500-051,ТП № 1 ОУФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ГОРОДСКОМУ ОКРУГУ КОЛОМНА
500-052,ТП № 3 ОУФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ГОРОДСКОМУ ОКРУГУ КОЛОМНА
500-053,ТП № 4 ОУФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ГОРОДСКОМУ ОКРУГУ КОЛОМНА
500-054,ОТДЕЛОМ УФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ГОРОДСКОМУ ОКРУГУ КОРОЛЕВ
500-055,ТП № 1 ОУФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ГОРОДСКОМУ ОКРУГУ КОРОЛЕВ
500-056,ТП № 2 ОУФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. В Г. КОРОЛЕВЕ
500-057,ТП № 4 ОУФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ГОРОДСКОМУ ОКРУГУ КОРОЛЕВ
500-058,ОТДЕЛОМ УФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО КРАСНОГОРСКОМУ МУНИЦИПАЛЬНОМУ РАЙОНУ
500-059,ТП № 1 ОУФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО КРАСНОГОРСКОМУ МУНИЦИПАЛЬНОМУ РАЙОНУ
500-060,ТП № 3 ОУФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО КРАСНОГОРСКОМУ МУНИЦИПАЛЬНОМУ РАЙОНУ
500-061,ТП № 4 ОУФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО КРАСНОГОРСКОМУ МУНИЦИПАЛЬНОМУ РАЙОНУ
500-062,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ЛЕНИНСКОМУ МУНИЦИПАЛЬНОМУ РАЙОНУ
500-063,ТП № 1 ОУФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ЛЕНИНСКОМУ МУНИЦИПАЛЬНОМУ РАЙОНУ
500-064,ТП № 2 ОУФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ЛЕНИНСКОМУ МУНИЦИПАЛЬНОМУ РАЙОНУ
500-065,ТП № 3 ОУФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ЛЕНИНСКОМУ МУНИЦИПАЛЬНОМУ РАЙОНУ
500-066,ТП № 4 ОУФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ЛЕНИНСКОМУ МУНИЦИПАЛЬНОМУ РАЙОНУ
500-067,ОТДЕЛОМ УФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. В Г. ЛОБНЯ
500-068,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ЛОТОШИНСКОМУ МУНИЦИПАЛЬНОМУ РАЙОНУ
500-069,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ЛУХОВИЦКОМУ МУНИЦИПАЛЬНОМУ РАЙОНУ
500-070,ТП № 1 ОУФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ЛУХОВИЦКОМУ МУНИЦИПАЛЬНОМУ РАЙОНУ
500-071,ТП № 2 ОУФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. ПО ЛУХОВИЦКОМУ МУНИЦИПАЛЬНОМУ РАЙОНУ
500-072,МРО УФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. В ГОРОДСКОМ ПОСЕЛЕНИИ ЛЮБЕРЦЫ
500-073,ТП № 1 МРО УФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. В ГОРОДСКОМ ПОСЕЛЕНИИ ЛЮБЕРЦЫ
500-074,ТП № 2 МРО УФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. В ГОРОДСКОМ ПОСЕЛЕНИИ ЛЮБЕРЦЫ
500-075,ТП № 3 МРО УФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. В ГОРОДСКОМ ПОСЕЛЕНИИ ЛЮБЕРЦЫ
500-076,ТП № 4 МРО УФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. В ГОРОДСКОМ ПОСЕЛЕНИИ ЛЮБЕРЦЫ
